snapshot_date,company_name,ticker,status,snapshot_file,error
2026-08-29,Alphabet Inc. (Class A),GOOGL,completed,/mnt/primary/finnhub_snapshots/2026-08-29/GOOGL_snapshot.json,
2026-08-29,AT&T,T,completed,/mnt/primary/finnhub_snapshots/2026-08-29/T_snapshot.json,
2026-08-29,Electronic Arts,EA,completed,/mnt/primary/finnhub_snapshots/2026-08-29/EA_snapshot.json,
2026-08-29,Meta Platforms,META,completed,/mnt/primary/finnhub_snapshots/2026-08-29/META_snapshot.json,
2026-08-29,Netflix,NFLX,completed,/mnt/primary/finnhub_snapshots/2026-08-29/NFLX_snapshot.json,
2026-08-29,Omnicom Group,OMC,completed,/mnt/primary/finnhub_snapshots/2026-08-29/OMC_snapshot.json,
2026-08-29,Take-Two Interactive,TTWO,completed,/mnt/primary/finnhub_snapshots/2026-08-29/TTWO_snapshot.json,
2026-08-29,Walt Disney Company (The),DIS,completed,/mnt/primary/finnhub_snapshots/2026-08-29/DIS_snapshot.json,
2026-08-29,Warner Bros. Discovery,WBD,completed,/mnt/primary/finnhub_snapshots/2026-08-29/WBD_snapshot.json,
2026-08-29,Airbnb,ABNB,completed,/mnt/primary/finnhub_snapshots/2026-08-29/ABNB_snapshot.json,
2026-08-29,Amazon,AMZN,completed,/mnt/primary/finnhub_snapshots/2026-08-29/AMZN_snapshot.json,
2026-08-29,Booking Holdings,BKNG,completed,/mnt/primary/finnhub_snapshots/2026-08-29/BKNG_snapshot.json,
2026-08-29,DoorDash,DASH,completed,/mnt/primary/finnhub_snapshots/2026-08-29/DASH_snapshot.json,
2026-08-29,"Nike, Inc.",NKE,completed,/mnt/primary/finnhub_snapshots/2026-08-29/NKE_snapshot.json,
2026-08-29,Ralph Lauren Corporation,RL,completed,/mnt/primary/finnhub_snapshots/2026-08-29/RL_snapshot.json,
2026-08-29,Starbucks,SBUX,completed,/mnt/primary/finnhub_snapshots/2026-08-29/SBUX_snapshot.json,
2026-08-29,"Tapestry, Inc.",TPR,completed,/mnt/primary/finnhub_snapshots/2026-08-29/TPR_snapshot.json,
2026-08-29,"Tesla, Inc.",TSLA,completed,/mnt/primary/finnhub_snapshots/2026-08-29/TSLA_snapshot.json,
2026-08-29,Casey's,CASY,completed,/mnt/primary/finnhub_snapshots/2026-08-29/CASY_snapshot.json,
2026-08-29,Coca-Cola Company (The),KO,completed,/mnt/primary/finnhub_snapshots/2026-08-29/KO_snapshot.json,
2026-08-29,Colgate-Palmolive,CL,completed,/mnt/primary/finnhub_snapshots/2026-08-29/CL_snapshot.json,
2026-08-29,Costco,COST,completed,/mnt/primary/finnhub_snapshots/2026-08-29/COST_snapshot.json,
2026-08-29,Dollar General,DG,completed,/mnt/primary/finnhub_snapshots/2026-08-29/DG_snapshot.json,
2026-08-29,General Mills,GIS,completed,/mnt/primary/finnhub_snapshots/2026-08-29/GIS_snapshot.json,
2026-08-29,PepsiCo,PEP,completed,/mnt/primary/finnhub_snapshots/2026-08-29/PEP_snapshot.json,
2026-08-29,Target Corporation,TGT,completed,/mnt/primary/finnhub_snapshots/2026-08-29/TGT_snapshot.json,
2026-08-29,Walmart,WMT,completed,/mnt/primary/finnhub_snapshots/2026-08-29/WMT_snapshot.json,
2026-08-29,APA Corporation,APA,completed,/mnt/primary/finnhub_snapshots/2026-08-29/APA_snapshot.json,
2026-08-29,Baker Hughes,BKR,completed,/mnt/primary/finnhub_snapshots/2026-08-29/BKR_snapshot.json,
2026-08-29,Chevron Corporation,CVX,completed,/mnt/primary/finnhub_snapshots/2026-08-29/CVX_snapshot.json,
2026-08-29,ConocoPhillips,COP,completed,/mnt/primary/finnhub_snapshots/2026-08-29/COP_snapshot.json,
2026-08-29,Devon Energy,DVN,completed,/mnt/primary/finnhub_snapshots/2026-08-29/DVN_snapshot.json,
2026-08-29,Diamondback Energy,FANG,completed,/mnt/primary/finnhub_snapshots/2026-08-29/FANG_snapshot.json,
2026-08-29,EOG Resources,EOG,completed,/mnt/primary/finnhub_snapshots/2026-08-29/EOG_snapshot.json,
2026-08-29,Expand Energy,EXE,completed,/mnt/primary/finnhub_snapshots/2026-08-29/EXE_snapshot.json,
2026-08-29,Williams Companies,WMB,completed,/mnt/primary/finnhub_snapshots/2026-08-29/WMB_snapshot.json,
2026-08-29,Aflac,AFL,completed,/mnt/primary/finnhub_snapshots/2026-08-29/AFL_snapshot.json,
2026-08-29,American Express,AXP,completed,/mnt/primary/finnhub_snapshots/2026-08-29/AXP_snapshot.json,
2026-08-29,American International Group,AIG,completed,/mnt/primary/finnhub_snapshots/2026-08-29/AIG_snapshot.json,
2026-08-29,Apollo Global Management,APO,completed,/mnt/primary/finnhub_snapshots/2026-08-29/APO_snapshot.json,
2026-08-29,Goldman Sachs,GS,completed,/mnt/primary/finnhub_snapshots/2026-08-29/GS_snapshot.json,
2026-08-29,JPMorgan Chase,JPM,completed,/mnt/primary/finnhub_snapshots/2026-08-29/JPM_snapshot.json,
2026-08-29,PayPal,PYPL,completed,/mnt/primary/finnhub_snapshots/2026-08-29/PYPL_snapshot.json,
2026-08-29,Visa Inc.,V,completed,/mnt/primary/finnhub_snapshots/2026-08-29/V_snapshot.json,
2026-08-29,Wells Fargo,WFC,completed,/mnt/primary/finnhub_snapshots/2026-08-29/WFC_snapshot.json,
